id,period,amount,game,status,time
4574,2022070111868,1,wingo,1,1665150540579
4575,2022070110188,0,wingo10,1,1665150600658
4576,2022070111869,7,wingo,1,1665150600660
4577,2022070110375,0,wingo5,1,1665150600661
4578,2022070111870,8,wingo,1,1665150660728
4579,2022070110623,5,wingo3,1,1665150660730
4580,2022070111871,4,wingo,1,1665150720812
4581,2022070111872,3,wingo,1,1665150780894
4582,2022070111873,9,wingo,1,1665150840970
4583,2022070110624,3,wingo3,1,1665150840973
4584,2022070111874,6,wingo,1,1665150900048
4585,2022070110376,3,wingo5,1,1665150900050
4586,2022070111875,5,wingo,1,1665150960122
4587,2022070111876,3,wingo,1,1665151020197
4588,2022070110625,2,wingo3,1,1665151020200
4589,2022070111877,9,wingo,1,1665151080286
4590,2022070111878,1,wingo,1,1665151140365
4591,2022070110377,4,wingo5,1,1665151200443
4592,2022070110189,0,wingo10,1,1665151200445
4593,2022070110626,9,wingo3,1,1665151200441
4594,2022070111879,0,wingo,1,1665151200449
4595,2022070111880,8,wingo,1,1665151260515
4596,2022070111881,8,wingo,1,1665151320594
4597,2022070111882,5,wingo,1,1665151380671
4598,2022070110627,1,wingo3,1,1665151380673
4599,2022070111883,8,wingo,1,1665151440750
4600,2022070111884,5,wingo,1,1665151500827
4601,2022070110378,0,wingo5,1,1665151500830
4602,2022070111885,2,wingo,1,1665151560903
4603,2022070110628,5,wingo3,1,1665151560906
4604,2022070111886,7,wingo,1,1665151620983
4605,2022070111887,3,wingo,1,1665151680058
4606,2022070111888,8,wingo,1,1665151740129
4607,2022070110629,0,wingo3,1,1665151740133
4608,2022070110379,8,wingo5,1,1665151800206
4609,2022070111889,2,wingo,1,1665151800203
4610,2022070110190,5,wingo10,1,1665151800208
4611,2022070111890,4,wingo,1,1665151860280
4612,2022070111891,4,wingo,1,1665151920357
4613,2022070110630,0,wingo3,1,1665151920359
4614,2022070111892,4,wingo,1,1665151980433
4615,2022070111893,1,wingo,1,1665152040513
4616,2022070110631,1,wingo3,1,1665152100595
4617,2022070110380,7,wingo5,1,1665152100590
4618,2022070111894,7,wingo,1,1665152100593
4619,2022070111895,4,wingo,1,1665152160650
4620,2022070111896,1,wingo,1,1665152220718
4621,2022070111897,0,wingo,1,1665152280788
4622,2022070110632,9,wingo3,1,1665152280791
4623,2022070111898,4,wingo,1,1665152340856
4624,2022070110191,2,wingo10,1,1665152400932
4625,2022070111899,6,wingo,1,1665152400935
4626,2022070110381,8,wingo5,1,1665152400938
4627,2022070111900,5,wingo,1,1665152460004
4628,2022070110633,0,wingo3,1,1665152460007
4629,2022070111901,4,wingo,1,1665152520081
4630,2022070111902,9,wingo,1,1665152580159
4631,2022070111903,1,wingo,1,1665152640232
4632,2022070110634,8,wingo3,1,1665152640234
4633,2022070111904,4,wingo,1,1665152700298
4634,2022070110382,5,wingo5,1,1665152700299
4635,2022070111905,2,wingo,1,1665152760375
4636,2022070111906,9,wingo,1,1665152820450
4637,2022070110635,0,wingo3,1,1665152820450
4638,2022070111907,2,wingo,1,1665152880527
4639,2022070111908,6,wingo,1,1665152940604
4640,2022070110636,9,wingo3,1,1665153000688
4641,2022070110383,9,wingo5,1,1665153000690
4642,2022070111909,4,wingo,1,1665153000692
4643,2022070110192,6,wingo10,1,1665153000691
4644,2022070111910,5,wingo,1,1665153060767
4645,2022070111911,8,wingo,1,1665153120842
4646,2022070111912,1,wingo,1,1665153180920
4647,2022070110637,8,wingo3,1,1665153180920
4648,2022070111913,3,wingo,1,1665153240972
4649,2022070110384,2,wingo5,1,1665153300041
4650,2022070111914,2,wingo,1,1665153300039
4651,2022070111915,7,wingo,1,1665153360107
4652,2022070110638,1,wingo3,1,1665153360110
4653,2022070111916,3,wingo,1,1665153420185
4654,2022070111917,6,wingo,1,1665153480259
4655,2022070111918,7,wingo,1,1665153540339
4656,2022070110639,4,wingo3,1,1665153540342
4657,2022070111919,8,wingo,1,1665153600421
4658,2022070110385,5,wingo5,1,1665153600423
4659,2022070110193,2,wingo10,1,1665153600425
4660,2022070111920,9,wingo,1,1665153660493
4661,2022070111921,7,wingo,1,1665153720571
4662,2022070110640,9,wingo3,1,1665153720573
4663,2022070111922,6,wingo,1,1665153780674
4664,2022070111923,7,wingo,1,1665153840755
4665,2022070110641,8,wingo3,1,1665153900838
4666,2022070110386,9,wingo5,1,1665153900832
4667,2022070111924,9,wingo,1,1665153900835
4668,2022070111925,4,wingo,1,1665153960905
4669,2022070111926,4,wingo,1,1665154020981
4670,2022070111927,3,wingo,1,1665154080058
4671,2022070110642,6,wingo3,1,1665154080060
4672,2022070111928,8,wingo,1,1665154140135
4673,2022070110194,3,wingo10,1,1665154200219
4674,2022070110387,6,wingo5,1,1665154200222
4675,2022070111929,8,wingo,1,1665154200221
4676,2022070111930,9,wingo,1,1665154260297
4677,2022070110643,2,wingo3,1,1665154260300
4678,2022070111931,9,wingo,1,1665154320372
4679,2022070111932,8,wingo,1,1665154380446
4680,2022070111933,1,wingo,1,1665154440528
4681,2022070110644,6,wingo3,1,1665154440531
4682,2022070111934,0,wingo,1,1665154500599
4683,2022070110388,8,wingo5,1,1665154500601
4684,2022070111935,3,wingo,1,1665154560676
4685,2022070111936,9,wingo,1,1665154620753
4686,2022070110645,6,wingo3,1,1665154620756
4687,2022070111937,5,wingo,1,1665154680823
4688,2022070111938,3,wingo,1,1665154740900
4689,2022070110389,2,wingo5,1,1665154800988
4690,2022070110195,9,wingo10,1,1665154800991
4691,2022070110646,2,wingo3,1,1665154800986
4692,2022070111939,4,wingo,1,1665154800993
4693,2022070111940,6,wingo,1,1665154860064
4694,2022070111941,7,wingo,1,1665154920142
4695,2022070111942,9,wingo,1,1665154980224
4696,2022070110647,5,wingo3,1,1665154980226
4697,2022070111943,6,wingo,1,1665155040299
4698,2022070111944,9,wingo,1,1665155100381
4699,2022070110390,6,wingo5,1,1665155100384
4700,2022070111945,8,wingo,1,1665155160460
4701,2022070110648,1,wingo3,1,1665155160463
4702,2022070111946,5,wingo,1,1665155220535
4703,2022070111947,0,wingo,1,1665155280615
4704,2022070111948,9,wingo,1,1665155340690
4705,2022070110649,8,wingo3,1,1665155340690
4706,2022070110391,3,wingo5,1,1665155400769
4707,2022070110196,5,wingo10,1,1665155400770
4708,2022070111949,4,wingo,1,1665155400771
4709,2022070111950,1,wingo,1,1665155460846
4710,2022070111951,7,wingo,1,1665155520923
4711,2022070110650,5,wingo3,1,1665155520927
4712,2022070111952,4,wingo,1,1665155580992
4713,2022070111953,8,wingo,1,1665155640067
4714,2022070110651,3,wingo3,1,1665155700154
4715,2022070110392,5,wingo5,1,1665155700150
4716,2022070111954,9,wingo,1,1665155700152
4717,2022070111955,6,wingo,1,1665155760222
4718,2022070111956,2,wingo,1,1665155820296
4719,2022070111957,7,wingo,1,1665155880376
4720,2022070110652,2,wingo3,1,1665155880379
4721,2022070111958,7,wingo,1,1665155940464
4722,2022070110393,0,wingo5,1,1665156000542
4723,2022070110197,3,wingo10,1,1665156000539
4724,2022070111959,1,wingo,1,1665156000541
4725,2022070111960,8,wingo,1,1665156060615
4726,2022070110653,7,wingo3,1,1665156060616
4727,2022070111961,6,wingo,1,1665156120687
4728,2022070111962,9,wingo,1,1665156180767
4729,2022070111963,9,wingo,1,1665156240842
4730,2022070110654,4,wingo3,1,1665156240841
4731,2022070110394,3,wingo5,1,1665156300922
4732,2022070111964,7,wingo,1,1665156300917
4733,2022070111965,3,wingo,1,1665156360993
4734,2022070111966,1,wingo,1,1665156420073
4735,2022070110655,2,wingo3,1,1665156420076
4736,2022070111967,3,wingo,1,1665156480145
4737,2022070111968,3,wingo,1,1665156540222
4738,2022070110395,0,wingo5,1,1665156600307
4739,2022070111969,6,wingo,1,1665156600310
4740,2022070110656,6,wingo3,1,1665156600305
4741,2022070110198,8,wingo10,1,1665156600309
4742,2022070111970,3,wingo,1,1665156660386
4743,2022070111971,0,wingo,1,1665156720464
4744,2022070111972,0,wingo,1,1665156780560
4745,2022070110657,4,wingo3,1,1665156780561
4746,2022070111973,5,wingo,1,1665156840637
4747,2022070111974,0,wingo,1,1665156900713
4748,2022070110396,0,wingo5,1,1665156900712
4749,2022070111975,8,wingo,1,1665156960808
4750,2022070110658,0,wingo3,1,1665156960809
4751,2022070111976,0,wingo,1,1665157020875
4752,2022070111977,2,wingo,1,1665157080949
4753,2022070111978,8,wingo,1,1665157140026
4754,2022070110659,0,wingo3,1,1665157140028
4755,2022070110199,4,wingo10,1,1665157200103
4756,2022070111979,1,wingo,1,1665157200104
4757,2022070110397,3,wingo5,1,1665157200104
4758,2022070111980,5,wingo,1,1665157260181
4759,2022070111981,8,wingo,1,1665157320256
4760,2022070110660,7,wingo3,1,1665157320258
4761,2022070111982,6,wingo,1,1665157380332
4762,2022070111983,8,wingo,1,1665157440406
4763,2022070110398,8,wingo5,1,1665157500489
4764,2022070110661,8,wingo3,1,1665157500494
4765,2022070111984,3,wingo,1,1665157500493
4766,2022070111985,4,wingo,1,1665157560564
4767,2022070111986,2,wingo,1,1665157620637
4768,2022070110662,5,wingo3,1,1665157680724
4769,2022070111987,4,wingo,1,1665157680721
4770,2022070111988,3,wingo,1,1665157740805
4771,2022070110200,9,wingo10,1,1665157800881
4772,2022070111989,1,wingo,1,1665157800879
4773,2022070110399,5,wingo5,1,1665157800881
4774,2022070111990,6,wingo,1,1665157860957
4775,2022070110663,4,wingo3,1,1665157860959
4776,2022070111991,4,wingo,1,1665157920033
4777,2022070111992,7,wingo,1,1665157980108
4778,2022070111993,6,wingo,1,1665158040190
4779,2022070110664,0,wingo3,1,1665158040193
4780,2022070111994,3,wingo,1,1665158100269
4781,2022070110400,4,wingo5,1,1665158100272
4782,2022070111995,9,wingo,1,1665158160342
4783,2022070111996,3,wingo,1,1665158220421
4784,2022070110665,2,wingo3,1,1665158220423
4785,2022070111997,6,wingo,1,1665158280495
4786,2022070111998,4,wingo,1,1665158340578
4787,2022070110401,3,wingo5,1,1665158400655
4788,2022070110201,2,wingo10,1,1665158400658
4789,2022070111999,1,wingo,1,1665158400661
4790,2022070110666,1,wingo3,1,1665158400652
4791,2022070112000,2,wingo,1,1665158460724
4792,2022070112001,9,wingo,1,1665158520804
4793,2022070112002,1,wingo,1,1665158580883
4794,2022070110667,0,wingo3,1,1665158580886
4795,2022070112003,4,wingo,1,1665158640959
4796,2022070112004,8,wingo,1,1665158700032
4797,2022070110402,2,wingo5,1,1665158700034
4798,2022070112005,0,wingo,1,1665158760113
4799,2022070110668,0,wingo3,1,1665158760116
4800,2022070112006,4,wingo,1,1665158820189
4801,2022070112007,9,wingo,1,1665158880271
4802,2022070112008,6,wingo,1,1665158940345
4803,2022070110669,1,wingo3,1,1665158940348
4804,2022070110202,3,wingo10,1,1665159000423
4805,2022070112009,9,wingo,1,1665159000424
4806,2022070110403,5,wingo5,1,1665159000425
4807,2022070112010,4,wingo,1,1665159060510
4808,2022070112011,7,wingo,1,1665159120586
4809,2022070110670,4,wingo3,1,1665159120588
4810,2022070112012,3,wingo,1,1665159180660
4811,2022070112013,2,wingo,1,1665159240746
4812,2022070110404,8,wingo5,1,1665159300822
4813,2022070112014,5,wingo,1,1665159300825
4814,2022070110671,6,wingo3,1,1665159300828
4815,2022070112015,0,wingo,1,1665159360900
4816,2022070112016,0,wingo,1,1665159420979
4817,2022070110672,9,wingo3,1,1665159480059
4818,2022070112017,5,wingo,1,1665159480060
4819,2022070112018,1,wingo,1,1665159540131
4820,2022070112019,9,wingo,1,1665159600207
4821,2022070110203,3,wingo10,1,1665159600204
4822,2022070110405,7,wingo5,1,1665159600209
4823,2022070112020,7,wingo,1,1665159660279
4824,2022070110673,5,wingo3,1,1665159660283
4825,2022070112021,4,wingo,1,1665159720350
4826,2022070112022,1,wingo,1,1665159780423
4827,2022070112023,2,wingo,1,1665159840506
4828,2022070110674,8,wingo3,1,1665159840508
4829,2022070112024,2,wingo,1,1665159900581
4830,2022070110406,6,wingo5,1,1665159900582
4831,2022070112025,0,wingo,1,1665159960662
4832,2022070112026,8,wingo,1,1665160020761
4833,2022070110675,0,wingo3,1,1665160020765
4834,2022070112027,0,wingo,1,1665160080832
4835,2022070112028,6,wingo,1,1665160140909
4836,2022070110676,1,wingo3,1,1665160200986
4837,2022070110407,3,wingo5,1,1665160200990
4838,2022070110204,3,wingo10,1,1665160200993
4839,2022070112029,0,wingo,1,1665160200992
4840,2022070112030,2,wingo,1,1665160260056
4841,2022070112031,1,wingo,1,1665160320138
4842,2022070112032,7,wingo,1,1665160380214
4843,2022070110677,2,wingo3,1,1665160380216
4844,2022070112033,8,wingo,1,1665160440291
4845,2022070112034,0,wingo,1,1665160500374
4846,2022070110408,3,wingo5,1,1665160500376
4847,2022070112035,0,wingo,1,1665160560453
4848,2022070110678,0,wingo3,1,1665160560457
4849,2022070112036,9,wingo,1,1665160620527
4850,2022070112037,2,wingo,1,1665160680605
4851,2022070112038,5,wingo,1,1665160740686
4852,2022070110679,5,wingo3,1,1665160740688
4853,2022070112039,3,wingo,1,1665160800779
4854,2022070110409,8,wingo5,1,1665160800781
4855,2022070110205,1,wingo10,1,1665160800786
4856,2022070112040,1,wingo,1,1665160860854
4857,2022070112041,1,wingo,1,1665160920931
4858,2022070110680,1,wingo3,1,1665160920934
4859,2022070112042,1,wingo,1,1665160980004
4860,2022070112043,4,wingo,1,1665161040079
4861,2022070110681,5,wingo3,1,1665161100165
4862,2022070110410,5,wingo5,1,1665161100159
4863,2022070112044,6,wingo,1,1665161100162
4864,2022070112045,1,wingo,1,1665161160253
4865,2022070112046,8,wingo,1,1665161220342
4866,2022070110682,1,wingo3,1,1665161280420
4867,2022070112047,7,wingo,1,1665161280419
4868,2022070112048,7,wingo,1,1665161340499
4869,2022070110411,1,wingo5,1,1665161400600
4870,2022070110206,5,wingo10,1,1665161400594
4871,2022070112049,8,wingo,1,1665161400597
4872,2022070112050,7,wingo,1,1665161460666
4873,2022070110683,1,wingo3,1,1665161460668
4874,2022070112051,0,wingo,1,1665161520743
4875,2022070112052,6,wingo,1,1665161580823
4876,2022070112053,2,wingo,1,1665161640905
4877,2022070110684,2,wingo3,1,1665161640907
4878,2022070112054,5,wingo,1,1665161700986
4879,2022070110412,8,wingo5,1,1665161700991
4880,2022070112055,2,wingo,1,1665161760062
4881,2022070112056,3,wingo,1,1665161820137
4882,2022070110685,7,wingo3,1,1665161820140
4883,2022070112057,7,wingo,1,1665161880218
4884,2022070112058,3,wingo,1,1665161940293
4885,2022070110207,0,wingo10,1,1665162000400
4886,2022070110686,8,wingo3,1,1665162000393
4887,2022070112059,1,wingo,1,1665162000391
4888,2022070110413,1,wingo5,1,1665162000396
4889,2022070112060,3,wingo,1,1665162060444
4890,2022070112061,5,wingo,1,1665162120519
4891,2022070112062,6,wingo,1,1665162180600
4892,2022070110687,3,wingo3,1,1665162180603
4893,2022070112063,5,wingo,1,1665162240679
4894,2022070112064,1,wingo,1,1665162300763
4895,2022070110414,9,wingo5,1,1665162300766
4896,2022070112065,2,wingo,1,1665162360836
4897,2022070110688,2,wingo3,1,1665162360838
4898,2022070112066,2,wingo,1,1665162420909
4899,2022070112067,7,wingo,1,1665162480981
4900,2022070112068,8,wingo,1,1665162540063
4901,2022070110689,0,wingo3,1,1665162540065
4902,2022070110208,3,wingo10,1,1665162600143
4903,2022070112069,1,wingo,1,1665162600146
4904,2022070110415,6,wingo5,1,1665162600140
4905,2022070112070,8,wingo,1,1665162660215
4906,2022070112071,8,wingo,1,1665162720295
4907,2022070110690,5,wingo3,1,1665162720299
4908,2022070112072,5,wingo,1,1665162780364
4909,2022070112073,5,wingo,1,1665162840443
4910,2022070110416,2,wingo5,1,1665162900517
4911,2022070110691,7,wingo3,1,1665162900514
4912,2022070112074,2,wingo,1,1665162900521
4913,2022070112075,2,wingo,1,1665162960583
4914,2022070112076,1,wingo,1,1665163020668
4915,2022070112077,9,wingo,1,1665163080745
4916,2022070110692,7,wingo3,1,1665163080747
4917,2022070112078,3,wingo,1,1665163140814
4918,2022070110417,3,wingo5,1,1665163200894
4919,2022070112079,3,wingo,1,1665163200896
4920,2022070110209,7,wingo10,1,1665163200896
4921,2022070112080,2,wingo,1,1665163260973
4922,2022070110693,6,wingo3,1,1665163260976
4923,2022070112081,9,wingo,1,1665163320052
4924,2022070112082,5,wingo,1,1665163380128
4925,2022070112083,3,wingo,1,1665163440202
4926,2022070110694,7,wingo3,1,1665163440204
4927,2022070112084,2,wingo,1,1665163500277
4928,2022070110418,8,wingo5,1,1665163500279
4929,2022070112085,9,wingo,1,1665163560357
4930,2022070112086,4,wingo,1,1665163620436
4931,2022070110695,9,wingo3,1,1665163620439
4932,2022070112087,8,wingo,1,1665163680507
4933,2022070112088,0,wingo,1,1665163740584
4934,2022070112089,4,wingo,1,1665163800664
4935,2022070110696,5,wingo3,1,1665163800666
4936,2022070110210,9,wingo10,1,1665163800669
4937,2022070110419,9,wingo5,1,1665163800668
4938,2022070112090,8,wingo,1,1665163860737
4939,2022070112091,7,wingo,1,1665163920816
4940,2022070112092,4,wingo,1,1665163980890
4941,2022070110697,7,wingo3,1,1665163980912
4942,2022070112093,8,wingo,1,1665164040961
4943,2022070112094,2,wingo,1,1665164100038
4944,2022070110420,3,wingo5,1,1665164100041
4945,2022070112095,4,wingo,1,1665164160114
4946,2022070110698,4,wingo3,1,1665164160116
4947,2022070112096,5,wingo,1,1665164220191
4948,2022070112097,0,wingo,1,1665164280270
4949,2022070112098,6,wingo,1,1665164340352
4950,2022070110699,9,wingo3,1,1665164340355
4951,2022070112099,4,wingo,1,1665164400438
4952,2022070110211,4,wingo10,1,1665164400435
4953,2022070110421,6,wingo5,1,1665164400433
4954,2022070112100,7,wingo,1,1665164460500
4955,2022070112101,5,wingo,1,1665164520585
4956,2022070110700,0,wingo3,1,1665164520587
4957,2022070112102,6,wingo,1,1665164580659
4958,2022070112103,3,wingo,1,1665164640741
4959,2022070110701,6,wingo3,1,1665164700821
4960,2022070112104,8,wingo,1,1665164700824
4961,2022070110422,3,wingo5,1,1665164700823
4962,2022070112105,5,wingo,1,1665164760891
4963,2022070112106,9,wingo,1,1665164820964
4964,2022070112107,1,wingo,1,1665164880037
4965,2022070110702,3,wingo3,1,1665164880041
4966,2022070112108,4,wingo,1,1665164940116
4967,2022070110212,4,wingo10,1,1665165000200
4968,2022070112109,7,wingo,1,1665165000203
4969,2022070110423,1,wingo5,1,1665165000198
4970,2022070112110,4,wingo,1,1665165060272
4971,2022070110703,0,wingo3,1,1665165060274
4972,2022070112111,9,wingo,1,1665165120365
4973,2022070112112,6,wingo,1,1665165180439
4974,2022070112113,7,wingo,1,1665165240514
4975,2022070110704,4,wingo3,1,1665165240517
4976,2022070112114,5,wingo,1,1665165300591
4977,2022070110424,4,wingo5,1,1665165300594
4978,2022070112115,4,wingo,1,1665165360665
4979,2022070112116,6,wingo,1,1665165420744
4980,2022070110705,4,wingo3,1,1665165420747
4981,2022070112117,9,wingo,1,1665165480820
4982,2022070112118,8,wingo,1,1665165540899
4983,2022070110213,9,wingo10,1,1665165600986
4984,2022070110425,3,wingo5,1,1665165600983
4985,2022070110706,6,wingo3,1,1665165600980
4986,2022070112119,1,wingo,1,1665165600989
4987,2022070112120,0,wingo,1,1665165660050
4988,2022070112121,6,wingo,1,1665165720124
4989,2022070112122,7,wingo,1,1665165780205
4990,2022070110707,2,wingo3,1,1665165780207
4991,2022070112123,0,wingo,1,1665165840279
4992,2022070112124,7,wingo,1,1665165900363
4993,2022070110426,2,wingo5,1,1665165900367
4994,2022070112125,0,wingo,1,1665165960442
4995,2022070110708,8,wingo3,1,1665165960446
4996,2022070112126,6,wingo,1,1665166020529
4997,2022070112127,7,wingo,1,1665166080603
4998,2022070112128,1,wingo,1,1665166140682
4999,2022070110709,5,wingo3,1,1665166140686
5000,2022070110214,5,wingo10,1,1665166200758
5001,2022070110427,1,wingo5,1,1665166200761
5002,2022070112129,9,wingo,1,1665166200761
5003,2022070112130,7,wingo,1,1665166260833
5004,2022070112131,5,wingo,1,1665166320911
5005,2022070110710,7,wingo3,1,1665166320914
5006,2022070112132,4,wingo,1,1665166380992
5007,2022070112133,5,wingo,1,1665166440072
5008,2022070110711,7,wingo3,1,1665166500159
5009,2022070110428,5,wingo5,1,1665166500154
5010,2022070112134,4,wingo,1,1665166500157
5011,2022070112135,8,wingo,1,1665166560226
5012,2022070112136,1,wingo,1,1665166620306
5013,2022070112137,5,wingo,1,1665166680381
5014,2022070110712,0,wingo3,1,1665166680384
5015,2022070112138,2,wingo,1,1665166740453
5016,2022070110215,6,wingo10,1,1665166800530
5017,2022070110429,2,wingo5,1,1665166800533
5018,2022070112139,3,wingo,1,1665166800532
5019,2022070110713,3,wingo3,1,1665166860608
5020,2022070112140,0,wingo,1,1665166860609
5021,2022070112141,8,wingo,1,1665166920683
5022,2022070112142,8,wingo,1,1665166980759
5023,2022070112143,5,wingo,1,1665167040838
5024,2022070110714,1,wingo3,1,1665167040844
5025,2022070112144,7,wingo,1,1665167100914
5026,2022070110430,8,wingo5,1,1665167100915
5027,2022070112145,2,wingo,1,1665167160995
5028,2022070112146,4,wingo,1,1665167220079
5029,2022070110715,0,wingo3,1,1665167220082
5030,2022070112147,7,wingo,1,1665167280155
5031,2022070112148,6,wingo,1,1665167340229
5032,2022070110431,6,wingo5,1,1665167400315
5033,2022070110216,7,wingo10,1,1665167400318
5034,2022070112149,0,wingo,1,1665167400322
5035,2022070110716,2,wingo3,1,1665167400311
5036,2022070112150,7,wingo,1,1665167460380
5037,2022070112151,7,wingo,1,1665167520462
5038,2022070112152,9,wingo,1,1665167580534
5039,2022070110717,2,wingo3,1,1665167580537
5040,2022070112153,6,wingo,1,1665167640609
5041,2022070112154,6,wingo,1,1665167700691
5042,2022070110432,7,wingo5,1,1665167700694
5043,2022070112155,9,wingo,1,1665167760774
5044,2022070110718,7,wingo3,1,1665167760774
5045,2022070112156,7,wingo,1,1665167820840
5046,2022070112157,8,wingo,1,1665167880918
5047,2022070112158,9,wingo,1,1665167940995
5048,2022070110719,0,wingo3,1,1665167940997
5049,2022070110217,8,wingo10,1,1665168000075
5050,2022070110433,8,wingo5,1,1665168000080
5051,2022070112159,8,wingo,1,1665168000079
5052,2022070112160,8,wingo,1,1665168060146
5053,2022070112161,5,wingo,1,1665168120229
5054,2022070110720,4,wingo3,1,1665168120231
5055,2022070112162,2,wingo,1,1665168180307
5056,2022070112163,9,wingo,1,1665168240379
5057,2022070110721,0,wingo3,1,1665168300459
5058,2022070110434,0,wingo5,1,1665168300459
5059,2022070112164,5,wingo,1,1665168300456
5060,2022070112165,6,wingo,1,1665168360537
5061,2022070112166,3,wingo,1,1665168420610
5062,2022070112167,3,wingo,1,1665168480688
5063,2022070110722,9,wingo3,1,1665168480693
5064,2022070112168,8,wingo,1,1665168540763
5065,2022070110218,1,wingo10,1,1665168600843
5066,2022070112169,2,wingo,1,1665168600845
5067,2022070110435,7,wingo5,1,1665168600848
5068,2022070112170,3,wingo,1,1665168660915
5069,2022070110723,7,wingo3,1,1665168660918
5070,2022070112171,5,wingo,1,1665168720996
5071,2022070112172,8,wingo,1,1665168780072
5072,2022070112173,9,wingo,1,1665168840150
5073,2022070110724,5,wingo3,1,1665168840152
5074,2022070112174,5,wingo,1,1665168900224
5075,2022070110436,7,wingo5,1,1665168900228
5076,2022070112175,2,wingo,1,1665168960298
5077,2022070112176,9,wingo,1,1665169020379
5078,2022070110725,0,wingo3,1,1665169020381
5079,2022070112177,8,wingo,1,1665169080451
5080,2022070112178,6,wingo,1,1665169140534
5081,2022070110726,7,wingo3,1,1665169200614
5082,2022070110219,4,wingo10,1,1665169200617
5083,2022070112179,7,wingo,1,1665169200617
5084,2022070110437,3,wingo5,1,1665169200616
5085,2022070112180,4,wingo,1,1665169260683
5086,2022070112181,4,wingo,1,1665169320757
5087,2022070112182,2,wingo,1,1665169380845
5088,2022070110727,3,wingo3,1,1665169380848
5089,2022070112183,3,wingo,1,1665169440919
5090,2022070112184,5,wingo,1,1665169500996
5091,2022070110438,9,wingo5,1,1665169501000
5092,2022070112185,2,wingo,1,1665169560073
5093,2022070110728,1,wingo3,1,1665169560077
5094,2022070112186,0,wingo,1,1665169620145
5095,2022070112187,5,wingo,1,1665169680225
5096,2022070112188,5,wingo,1,1665169740315
5097,2022070110729,5,wingo3,1,1665169740318
5098,2022070112189,3,wingo,1,1665169800392
5099,2022070110439,5,wingo5,1,1665169800393
5100,2022070110220,6,wingo10,1,1665169800393
5101,2022070112190,3,wingo,1,1665169860469
5102,2022070112191,9,wingo,1,1665169920546
5103,2022070110730,4,wingo3,1,1665169920548
5104,2022070112192,0,wingo,1,1665169980623
5105,2022070112193,5,wingo,1,1665170040695
5106,2022070110731,2,wingo3,1,1665170100777
5107,2022070110440,4,wingo5,1,1665170100772
5108,2022070112194,8,wingo,1,1665170100774
5109,2022070112195,1,wingo,1,1665170160848
5110,2022070112196,0,wingo,1,1665170220927
5111,2022070112197,4,wingo,1,1665170280999
5112,2022070110732,3,wingo3,1,1665170281003
5113,2022070112198,9,wingo,1,1665170340076
5114,2022070110441,4,wingo5,1,1665170400159
5115,2022070110221,6,wingo10,1,1665170400155
5116,2022070112199,9,wingo,1,1665170400157
5117,2022070112200,3,wingo,1,1665170460233
5118,2022070110733,1,wingo3,1,1665170460236
5119,2022070112201,6,wingo,1,1665170520306
5120,2022070112202,0,wingo,1,1665170580382
5121,2022070112203,1,wingo,1,1665170640456
5122,2022070110734,2,wingo3,1,1665170640457
5123,2022070112204,8,wingo,1,1665170700530
5124,2022070110442,2,wingo5,1,1665170700532
5125,2022070112205,5,wingo,1,1665170760606
5126,2022070112206,4,wingo,1,1665170820688
5127,2022070110735,6,wingo3,1,1665170820693
5128,2022070112207,4,wingo,1,1665170880763
5129,2022070112208,4,wingo,1,1665170940836
5130,2022070110736,8,wingo3,1,1665171000915
5131,2022070110443,4,wingo5,1,1665171000916
5132,2022070110222,1,wingo10,1,1665171000916
5133,2022070112209,1,wingo,1,1665171000917
5134,2022070112210,0,wingo,1,1665171060985
5135,2022070112211,8,wingo,1,1665171120043
5136,2022070110737,6,wingo3,1,1665171180120
5137,2022070112212,3,wingo,1,1665171180118
5138,2022070112213,8,wingo,1,1665171240195
5139,2022070112214,5,wingo,1,1665171300276
5140,2022070110444,0,wingo5,1,1665171300280
5141,2022070110738,0,wingo3,1,1665171360351
5142,2022070112215,2,wingo,1,1665171360355
5143,2022070112216,2,wingo,1,1665171420434
5144,2022070112217,2,wingo,1,1665171480513
5145,2022070112218,5,wingo,1,1665171540591
5146,2022070110739,1,wingo3,1,1665171540594
5147,2022070112219,4,wingo,1,1665171600672
5148,2022070110445,4,wingo5,1,1665171600673
5149,2022070110223,7,wingo10,1,1665171600673
5150,2022070112220,5,wingo,1,1665171660743
5151,2022070112221,1,wingo,1,1665171720822
5152,2022070110740,4,wingo3,1,1665171720824
5153,2022070112222,9,wingo,1,1665171780898
5154,2022070112223,8,wingo,1,1665171840974
5155,2022070110741,9,wingo3,1,1665171900057
5156,2022070110446,1,wingo5,1,1665171900051
5157,2022070112224,7,wingo,1,1665171900054
5158,2022070112225,1,wingo,1,1665171960123
5159,2022070112226,5,wingo,1,1665172020204
5160,2022070112227,0,wingo,1,1665172080289
5161,2022070110742,3,wingo3,1,1665172080292
5162,2022070112228,7,wingo,1,1665172140364
5163,2022070112229,6,wingo,1,1665172200447
5164,2022070110224,4,wingo10,1,1665172200444
5165,2022070110447,7,wingo5,1,1665172200451
5166,2022070112230,9,wingo,1,1665172260521
5167,2022070110743,1,wingo3,1,1665172260524
5168,2022070112231,2,wingo,1,1665172320597
5169,2022070112232,8,wingo,1,1665172380675
5170,2022070112233,3,wingo,1,1665172440756
5171,2022070110744,0,wingo3,1,1665172440759
